OBJECTID,GLOBAL_ID,REMARKS,FREQ_TRANS,FREQ_REC,FREQ_UOM,TYPE_CODE,SERVICE_ID,FREQ_ALT,FREQ_USAGE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
2211,7BAA5D4B-572A-4D7B-843F-D7F75E3CF267,,243,243,,,BDC5BA59-6141-466A-9AA8-5CDFF3827F60,2,BLANK,0,0,1,1,0,0
2212,CCB5D49E-4A38-4F91-8F91-D74FC35F953B,,269.3,269.3,,,BDC5BA59-6141-466A-9AA8-5CDFF3827F60,1,BLANK,0,0,1,1,0,0
2213,9250988B-E3FE-4935-8E11-F3E5B2CCACF6,,285.5,285.5,,,BDC5BA59-6141-466A-9AA8-5CDFF3827F60,0,BLANK,0,0,1,1,0,0
2214,58EAA410-2EA6-47E9-A8DF-32C889E55237,,296.7,296.7,,,BDC5BA59-6141-466A-9AA8-5CDFF3827F60,2,BLANK,0,0,1,1,0,0
2215,AD1F485B-B1DE-4112-B009-D6394A9E5E00,,123.8,123.8,,,A96C9CFB-6349-4EF3-A463-1BA405689378,0,BLANK,0,0,1,1,0,0
2216,C8BA24C1-546D-4461-820C-D7D4A1DF2697,,126.9,126.9,,,A96C9CFB-6349-4EF3-A463-1BA405689378,0,BLANK,0,0,1,1,0,0
2217,E03BC5F8-5882-41C9-9F47-3D660C7E6A5C,,132.8,132.8,,,A96C9CFB-6349-4EF3-A463-1BA405689378,1,BLANK,0,0,1,1,0,0
2218,3F380F41-F44E-4F63-9F90-5180106088CF,,133.7,133.7,,,A96C9CFB-6349-4EF3-A463-1BA405689378,1,BLANK,0,0,1,1,0,0
2219,756B507D-8EED-455C-B6D2-4A3DA030918F,,134.375,134.375,,,A96C9CFB-6349-4EF3-A463-1BA405689378,1,BLANK,0,0,1,1,0,0
2220,2F84361D-BA8E-4FEB-A5FF-BF09FB9E202B,,257.2,257.2,,,A96C9CFB-6349-4EF3-A463-1BA405689378,0,BLANK,0,0,1,1,0,0
2221,AB26901A-32FE-4D2A-987E-0480868E1991,,281.5,281.5,,,A96C9CFB-6349-4EF3-A463-1BA405689378,1,BLANK,0,0,1,1,0,0
2222,1AD8687E-9C38-4943-894F-BA0EFECAB345,,285.4,285.4,,,A96C9CFB-6349-4EF3-A463-1BA405689378,1,BLANK,0,0,1,1,0,0
2223,C16CB51C-65A1-4E54-A9EC-867D8C30AE78,,296.7,296.7,,,A96C9CFB-6349-4EF3-A463-1BA405689378,2,BLANK,0,0,1,1,0,0
2224,70E5E6ED-EC22-4262-902E-D2A22B4AF055,,127.425,127.425,,,16722EF1-046A-4E17-A983-F829F0BF07FC,3,BLANK,0,0,1,0,0,0
2225,52634EC2-369D-4369-B091-68347ECA5037,,132.5,132.5,,,16722EF1-046A-4E17-A983-F829F0BF07FC,0,BLANK,0,0,1,0,0,0
2226,A7257617-437B-4E0E-82D8-857075AC4518,,259.1,259.1,,,16722EF1-046A-4E17-A983-F829F0BF07FC,0,BLANK,0,0,1,0,0,0
2227,2C51CE7C-2E42-4DC4-AC13-8D7ED894E6D2,,298.95,298.95,,,16722EF1-046A-4E17-A983-F829F0BF07FC,3,BLANK,0,0,1,0,0,0
2228,91940A5A-9669-4B94-AB59-F864D8044C53,,126.85,126.85,,,5CB381A8-CA49-4742-B36D-5BA90796654E,0,BLANK,0,0,1,0,0,0
2229,DED72C62-584F-4D12-98F5-19A786616BDF,,133.025,133.025,,,5CB381A8-CA49-4742-B36D-5BA90796654E,3,BLANK,0,0,1,0,0,0
2230,0C999B76-5A56-469A-BDE4-29D52F96648E,,281.55,281.55,,,5CB381A8-CA49-4742-B36D-5BA90796654E,0,BLANK,0,0,1,0,0,0
2231,DCEB7E2B-BD3A-4CFB-A8B9-7A576BA11D78,,284.75,284.75,,,5CB381A8-CA49-4742-B36D-5BA90796654E,3,BLANK,0,0,1,0,0,0
2232,C7DD88B1-7F82-4A7D-818A-3E8E3EE2E9FE,,128.475,128.475,,,7D471E5F-7B92-43C8-9A13-AEDF0617052E,0,BLANK,0,0,1,0,0,0
2233,10786280-3813-4850-9295-59CE02236B48,,377.15,377.15,,,7D471E5F-7B92-43C8-9A13-AEDF0617052E,0,BLANK,0,0,1,0,0,0
2234,4F998DFC-932B-4323-99BC-9FA3B3765547,,120.8,120.8,,,A19F4EA2-AA6F-4F4E-A22E-92DBED2F6F75,0,BLANK,0,0,1,0,0,0
2235,28526C43-BE06-4DC8-983F-F1C0C6504AB1,,307,307,,,A19F4EA2-AA6F-4F4E-A22E-92DBED2F6F75,0,BLANK,0,0,1,0,0,0
2236,1D74935A-91FA-406F-88E2-5ED8EBB4BD37,,132.5,132.5,,,89F41430-E257-486A-B849-BF3ACAFBDAC6,0,BLANK,0,0,1,0,0,0
2237,2543CA3E-4AD4-4695-9EB9-6DBD6EE81D49,,259.1,259.1,,,89F41430-E257-486A-B849-BF3ACAFBDAC6,0,BLANK,0,0,1,0,0,0
2238,624C34CB-271C-41C6-B81B-FB9851F16315,,285.2,285.2,,,89F41430-E257-486A-B849-BF3ACAFBDAC6,1,BLANK,0,0,1,0,0,0
2239,3CA860C7-ECCA-4CAD-9B41-2B58C5D6D4D5,,296.7,296.7,,,89F41430-E257-486A-B849-BF3ACAFBDAC6,1,BLANK,0,0,1,0,0,0
2240,28B52722-2692-44CD-ADFE-37F8FDCC86E4,,125.475,125.475,,,1D9C26A2-CE7E-4C30-9266-DED79CBF5FD6,3,BLANK,0,0,0,1,0,0
2241,40520FAA-FF1D-4FF2-80CA-75B28AB032FE,,132.425,132.425,,,1D9C26A2-CE7E-4C30-9266-DED79CBF5FD6,1,BLANK,0,0,0,1,0,0
2242,A61D5890-91A6-47AB-A627-59947E853ECA,,316.05,316.05,,,1D9C26A2-CE7E-4C30-9266-DED79CBF5FD6,3,BLANK,0,0,0,1,0,0
2243,533B00BE-079A-4B77-BC18-B2E5B7D9A943,,323.25,323.25,,,1D9C26A2-CE7E-4C30-9266-DED79CBF5FD6,1,BLANK,0,0,0,1,0,0
2244,7DAF9D88-7956-4C07-A4E1-EA8D9E6370E5,,269.425,269.425,,,718D567C-C0A9-4D82-B2B5-63840EF4C6DC,1,BLANK,0,0,1,1,0,0
2245,C7DB42FB-410D-4C30-8432-7C4940884A8A,,132.9,132.9,,,C274AEF2-07D0-4741-BD1C-7DFCA4CF4E6F,0,BLANK,0,0,1,0,0,0
2246,8658C248-53F1-4E69-957A-D68D012C12E9,,290.3,290.3,,,C274AEF2-07D0-4741-BD1C-7DFCA4CF4E6F,0,BLANK,0,0,1,0,0,0
2247,579D2504-DE35-4EDE-96BC-D95290EFA0D1,,133.65,133.65,,,73D02480-B0B7-4250-8801-20154DA5F378,0,BLANK,0,0,1,0,0,0
2248,E2B9271C-5DAB-4BB4-A7B4-F397D46440E0,,292.15,292.15,,,73D02480-B0B7-4250-8801-20154DA5F378,0,BLANK,0,0,1,0,0,0
2249,00594539-037F-41FF-8134-8FDE9791D85C,,135.875,135.875,,,4F6653D6-0EDE-4090-A9C2-2AA39E1F524B,0,BLANK,0,0,1,0,0,0
2250,B64E1D94-6CB4-42E7-8422-63B0AE14E172,,269.35,269.35,,,4F6653D6-0EDE-4090-A9C2-2AA39E1F524B,0,BLANK,0,0,1,0,0,0
2251,80B41010-4050-42D3-A101-FF8C570D57AB,,128.475,128.475,,,664F0E16-E930-4D1F-BF0C-E0B3AE23AB37,0,BLANK,0,0,1,0,0,0
2252,5BA73A7C-461F-4421-A04F-9C14FCE211CD,,377.15,377.15,,,664F0E16-E930-4D1F-BF0C-E0B3AE23AB37,0,BLANK,0,0,1,0,0,0
2253,969501CA-6CBA-4B8F-839A-9556F5AA0322,,125.475,125.475,,,3B78F506-D86E-4014-89CC-EA2E00FEFE6D,0,BLANK,0,0,1,0,0,0
2254,7D1538BD-5C35-4CD0-A433-84FB11854E40,,269.45,269.45,,,3B78F506-D86E-4014-89CC-EA2E00FEFE6D,0,BLANK,0,0,1,0,0,0
2255,F51295C0-32AA-43D3-BB52-EFC98E7F7524,,134.75,134.75,,,21767720-8467-476E-B5EB-5DB09E3586A9,0,BLANK,0,0,1,0,0,0
2256,B1213195-43A4-4986-BDA2-466D8CDDA3F4,,251.1,251.1,,,21767720-8467-476E-B5EB-5DB09E3586A9,0,BLANK,0,0,1,0,0,0
2257,F654ED8C-D72A-48E4-B711-F3C3D62CC594,,118.05,118.05,,,FB6A59F3-B832-4290-8EFA-0AA864DE2BFE,0,BLANK,0,0,1,0,0,0
2258,7FE3E761-8C68-4FC0-8A29-AA1906C5A0C1,,239,239,,,FB6A59F3-B832-4290-8EFA-0AA864DE2BFE,0,BLANK,0,0,1,0,0,0
2259,F8671A77-B848-4858-9D92-56C0888CFDC1,,125.5,125.5,,,3FF12C68-348E-4559-8C56-EC4A81F793FE,0,BLANK,0,0,1,0,0,0
2260,8605A494-1E7E-41C4-B8CC-4AEF6D6AEDC0,,323.1,323.1,,,3FF12C68-348E-4559-8C56-EC4A81F793FE,0,BLANK,0,0,1,0,0,0
2261,CAB8E2C2-4A4F-464C-ADEC-99142A9DB9D9,,118.825,118.825,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,1,BLANK,0,0,1,1,0,0
2262,A23EF879-90C1-49CF-8A6A-E715DE6CEF0A,,125.65,125.65,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,0,BLANK,0,0,1,1,0,0
2263,FA08FDDC-1B6F-44C9-8260-E0C66B574B7A,,135.775,135.775,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,1,BLANK,0,0,1,1,0,0
2264,10E21CB1-71A0-45A1-A120-1978CE13282A,,257.875,257.875,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,1,BLANK,0,0,1,1,0,0
2265,5FF1F695-6FF9-49A4-B71C-8F37972FD9F5,,306.95,306.95,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,0,BLANK,0,0,1,1,0,0
2266,6017BBC2-76F5-435A-8977-EBA5773DD22C,,372,372,,,7DD322D2-30DD-4FF0-A08D-F7BDB50219C3,1,BLANK,0,0,1,1,0,0
2267,A6B1A6C8-8878-42DA-9360-7DB047709FF2,,124.25,124.25,,,EAB9D599-98F7-4CC9-844A-E07B55A02770,0,BLANK,0,0,1,0,0,0
2268,501D34F7-F201-4CFB-95A1-1390E3213C36,,127.9,127.9,,,2B4752DF-D906-4473-A1EA-F063FC32A996,0,BLANK,0,0,1,0,0,0
2269,75D34271-FDFC-4C1B-AB60-DBDDBB306580,,134.55,134.55,,,2B4752DF-D906-4473-A1EA-F063FC32A996,2,BLANK,0,0,1,0,0,0
2270,296AFCBE-C41D-44AC-A22E-E4A80C0CC7B5,,281.45,281.45,,,2B4752DF-D906-4473-A1EA-F063FC32A996,0,BLANK,0,0,1,0,0,0
2271,76B660C3-04FC-4102-B9B9-421E3FC46700,,290.5,290.5,,,2B4752DF-D906-4473-A1EA-F063FC32A996,2,BLANK,0,0,1,0,0,0
2272,6FFCAF24-AD12-4050-8781-A4433BE3DCF8,,135.25,135.25,,,7E185AE1-938B-451A-9DA2-7F519EDDC782,0,BLANK,0,0,1,0,0,0
2273,AE9E5744-10EA-4B42-B03D-3A896A2636E8,,256.7,256.7,,,7E185AE1-938B-451A-9DA2-7F519EDDC782,0,BLANK,0,0,1,0,0,0
2274,994D2B77-CADB-4FE2-887A-462713463F9F,,125.3,125.3,,,4D6B5518-477E-426F-A32B-E695D7DCE590,0,BLANK,0,0,1,1,0,0
2275,9DADC855-544B-4486-B98C-A8A5F5620932,,276.4,276.4,,,CA218617-25D0-4FBF-B173-80A0B644E477,0,BLANK,0,0,1,0,0,0
2276,4FEA4613-807D-4FDC-AA35-54C282CFA207,,126.25,126.25,,,E889B333-4BDD-419E-AD17-BC6B1187B360,1,BLANK,0,0,0,1,0,0
2277,0818DCB8-4673-4B8B-BBD5-B314F5AADB72,,339.8,339.8,,,E889B333-4BDD-419E-AD17-BC6B1187B360,1,BLANK,0,0,0,1,0,0
2278,3A80791F-51CC-47EA-91B4-66D826A14180,,120.9,120.9,,,CAF277D9-338A-4295-924C-8DA50C451161,0,BLANK,0,0,1,1,0,0
2279,75E1CA67-5B76-48D8-96B0-1AAA4B0B1F14,,377.1,377.1,,,CAF277D9-338A-4295-924C-8DA50C451161,1,BLANK,0,0,1,1,0,0
